code,item,cost,type
13TI-031,Replace the RR rim 更换右后轮毂(R17 to R19 AT 17-19寸的越野胎),80,Rim 轮毂
13TI-032,Replace four new rim covers 更换四个新轮毂罩子(Smaller than R17 17寸以下的普通胎),60,Rim cover轮毂罩子
13TI-032,Replace four new rim covers 更换四个新轮毂罩子(R17 to R19 17-19寸的普通胎),70,Rim cover轮毂罩子
13TI-032,Replace four new rim covers 更换四个新轮毂罩子(R17 to R19 AT 17-19寸的越野胎),320,Rim cover轮毂罩子
13TI-033,Replace the FL rim cover 更换左前轮毂罩子(Smaller than R17 17寸以下的普通胎),240,Rim cover轮毂罩子
13TI-033,Replace the FL rim cover 更换左前轮毂罩子(R17 to R19 17-19寸的普通胎),280,Rim cover轮毂罩子
13TI-033,Replace the FL rim cover 更换左前轮毂罩子(R17 to R19 AT 17-19寸的越野胎),320,Rim cover轮毂罩子
13TI-034,Replace the FR rim cover 更换右前轮毂罩子(Smaller than R17 17寸以下的普通胎),240,Rim cover轮毂罩子
13TI-034,Replace the FR rim cover 更换右前轮毂罩子(R17 to R19 17-19寸的普通胎),280,Rim cover轮毂罩子
13TI-034,Replace the FR rim cover 更换右前轮毂罩子(R17 to R19 AT 17-19寸的越野胎),80,Rim cover轮毂罩子
13TI-035,Replace the RL rim cover 更换左后轮毂罩子(Smaller than R17 17寸以下的普通胎),60,Rim cover轮毂罩子
13TI-035,Replace the RL rim cover 更换左后轮毂罩子(R17 to R19 17-19寸的普通胎),70,Rim cover轮毂罩子
13TI-035,Replace the RL rim cover 更换左后轮毂罩子(R17 to R19 AT 17-19寸的越野胎),80,Rim cover轮毂罩子
13TI-036,Replace the RR rim cover 更换右后轮毂罩子(Smaller than R17 17寸以下的普通胎),60,Rim cover轮毂罩子
13TI-036,Replace the RR rim cover 更换右后轮毂罩子(R17 to R19 17-19寸的普通胎),70,Rim cover轮毂罩子
13TI-036,Replace the RR rim cover 更换右后轮毂罩子(R17 to R19 AT 17-19寸的越野胎),80,Rim cover轮毂罩子
13TI-037,Repair the FL wheel stud  维修左前轮毂螺丝(Smaller than R17 17寸以下的普通胎),60,wheel stud 轮毂螺丝
13TI-037,Repair the FL wheel stud  维修左前轮毂螺丝(R17 to R19 17-19寸的普通胎),70,wheel stud 轮毂螺丝
13TI-037,Repair the FL wheel stud  维修左前轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),80,wheel stud 轮毂螺丝
13TI-038,Repair the FR wheel stud 维修右前轮毂螺丝(Smaller than R17 17寸以下的普通胎),60,wheel stud 轮毂螺丝
13TI-038,Repair the FR wheel stud 维修右前轮毂螺丝(R17 to R19 17-19寸的普通胎),70,wheel stud 轮毂螺丝
13TI-038,Repair the FR wheel stud 维修右前轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),80,wheel stud 轮毂螺丝
13TI-039,Repair the RL wheel stud  维修左后轮毂螺丝(Smaller than R17 17寸以下的普通胎),60,wheel stud 轮毂螺丝
13TI-039,Repair the RL wheel stud  维修左后轮毂螺丝(R17 to R19 17-19寸的普通胎),70,wheel stud 轮毂螺丝
13TI-039,Repair the RL wheel stud  维修左后轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),80,wheel stud 轮毂螺丝
13TI-040,Repair the RR wheel stud  维修右后轮毂螺丝(Smaller than R17 17寸以下的普通胎),60,wheel stud 轮毂螺丝
13TI-040,Repair the RR wheel stud  维修右后轮毂螺丝(R17 to R19 17-19寸的普通胎),70,wheel stud 轮毂螺丝
13TI-040,Repair the RR wheel stud  维修右后轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),150,wheel stud 轮毂螺丝
13TI-041,Replace the FL wheel stud  更换左前轮毂螺丝(Smaller than R17 17寸以下的普通胎),150,wheel stud 轮毂螺丝
13TI-041,Replace the FL wheel stud  更换左前轮毂螺丝(R17 to R19 17-19寸的普通胎),150,wheel stud 轮毂螺丝
13TI-041,Replace the FL wheel stud  更换左前轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),150,wheel stud 轮毂螺丝
13TI-042,Replace the FR wheel stud  更换右前轮毂螺丝(Smaller than R17 17寸以下的普通胎),150,wheel stud 轮毂螺丝
13TI-042,Replace the FR wheel stud  更换右前轮毂螺丝(R17 to R19 17-19寸的普通胎),150,wheel stud 轮毂螺丝
13TI-042,Replace the FR wheel stud  更换右前轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),150,wheel stud 轮毂螺丝
13TI-043,Replace the RL wheel stud 更换左后轮毂螺丝(Smaller than R17 17寸以下的普通胎),150,wheel stud 轮毂螺丝
13TI-043,Replace the RL wheel stud 更换左后轮毂螺丝(R17 to R19 17-19寸的普通胎),150,wheel stud 轮毂螺丝
13TI-043,Replace the RL wheel stud 更换左后轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),150,wheel stud 轮毂螺丝
13TI-044,Replace the RR wheel stud 更换右后轮毂螺丝(Smaller than R17 17寸以下的普通胎),150,wheel stud 轮毂螺丝
13TI-044,Replace the RR wheel stud 更换右后轮毂螺丝(R17 to R19 17-19寸的普通胎),150,wheel stud 轮毂螺丝
13TI-044,Replace the RR wheel stud 更换右后轮毂螺丝(R17 to R19 AT 17-19寸的越野胎),320,wheel stud 轮毂螺丝
13TI-045,Replace the valve for FL tyres 更换左前轮气门芯(Smaller than R17 17寸以下的普通胎),200,Valve 气门芯
13TI-045,Replace the valve for FL tyres 更换左前轮气门芯(R17 to R19 17-19寸的普通胎),240,Valve 气门芯
13TI-045,Replace the valve for FL tyres 更换左前轮气门芯(R17 to R19 AT 17-19寸的越野胎),320,Valve 气门芯
13TI-046,Replace the valve for FR tyres 更换右前轮气门芯(Smaller than R17 17寸以下的普通胎),200,Valve 气门芯
13TI-046,Replace the valve for FR tyres 更换右前轮气门芯(R17 to R19 17-19寸的普通胎),240,Valve 气门芯
13TI-046,Replace the valve for FR tyres 更换右前轮气门芯(R17 to R19 AT 17-19寸的越野胎),80,Valve 气门芯
13TI-047,Replace the valve for RL tyres 更换左后轮气门芯(Smaller than R17 17寸以下的普通胎),50,Valve 气门芯
13TI-047,Replace the valve for RL tyres 更换左后轮气门芯(R17 to R19 17-19寸的普通胎),60,Valve 气门芯
13TI-047,Replace the valve for RL tyres 更换左后轮气门芯(R17 to R19 AT 17-19寸的越野胎),80,Valve 气门芯
13TI-048,Replace the valve for RR tyres 更换右后轮气门芯(Smaller than R17 17寸以下的普通胎),50,Valve 气门芯
13TI-048,Replace the valve for RR tyres 更换右后轮气门芯(R17 to R19 17-19寸的普通胎),40,Valve 气门芯
13TI-048,Replace the valve for RR tyres 更换右后轮气门芯(R17 to R19 AT 17-19寸的越野胎),50,Valve 气门芯
14LT-001,Replace the FL headlamp complete 更换左前大灯总成,100,headlamp 大灯
14LT-002,Replace the FR headlamp complete 更换右前大灯总成,100,headlamp 大灯
14LT-003,Modify the FL headlamp (from ordinary to xenon bulb) 改装左前大灯,100,headlamp 大灯
14LT-004,Modify the FR headlamp (from ordinary to xenon bulb) 改装右前大灯,100,headlamp 大灯
14LT-005,Repair the FL headlamp complete 维修左前大灯总成,350,
14LT-006,Repair the FR headlamp complete 维修右前大灯总成,350,
14LT-007,Remove the water from FL headlamp and seal it 左前大灯除水及密封,350,
14LT-008,Remove the water from FR headlamp and seal it 右前大灯除水及密封,350,
14LT-009,Replace FL headlamp bulb 更换左前大灯灯泡,,headlamp bulb 大灯泡
14LT-010,Replace FR headlamp bulb 更换右前大灯灯泡,,headlamp bulb 大灯泡
14LT-011,Replace FL headlamp low beam xenon lamp 更换左前大灯近光氙气灯,,headlamp bulb 大灯泡
14LT-012,Replace FR headlamp low beam xenon lamp 更换右前大灯近光氙气灯,,headlamp bulb 大灯泡
14LT-013,Replace FR headlamp ballast 更换左前大灯安定器,,ballast 安定器
14LT-014,Replace FR headlamp ballast 更换右前大灯安定器,,ballast 安定器
14LT-015,Replace the FL corner lamp 更换左前角灯,,corner lamp 角灯
14LT-016,Replace the FR  corner lamp 更换右前角灯,,corner lamp 角灯
14LT-017,Repair the RL tail lamp 维修左后尾灯,50,tail lamp 尾灯
14LT-018,Repair the RR tail lamp 维修右后尾灯,50,tail lamp 尾灯
14LT-019,Replace the RL tail lamp 更换左后尾灯,50,tail lamp 尾灯
14LT-020,Replace the Rear Right tail lamp 更换右后尾灯,50,tail lamp 尾灯
14LT-021,Replace the high position brake lamp 更换高位刹车灯,100, brake lamp 刹车灯
14LT-022,Replace the high position brake bulb 更换高位刹车灯灯泡,100,brake bulb 刹车灯泡
14LT-023,Replace RL brake bulb 更换左后刹车灯灯泡,100,brake bulb 刹车灯泡
14LT-024,Replace Rear Right brake bulb 更换右后刹车灯灯泡,100,brake bulb 刹车灯泡
14LT-025,Replace FL fog lamp 更换左前雾灯,300, fog lamp 雾灯
14LT-026,Replace FR fog lamp 更换右前雾灯,300, fog lamp 雾灯
14LT-027,Replace FL fog lamp linner 更换左前雾灯框,300,
14LT-028,Replace FR fog lamp linner 更换右前雾灯框,300,
14LT-029,Replace RL fog lamp 更换左后雾灯,50, fog lamp 雾灯
14LT-030,Replace RR fog lamp 更换右后雾灯,50, fog lamp 雾灯
14LT-031,Replace FL fog lamp bulb 更换左前雾灯灯泡,50,fog lamp bulb 雾灯泡
14LT-032,Replace FR fog lamp bulb 更换右前雾灯灯泡,50,fog lamp bulb 雾灯泡
14LT-033,Replace RL fog lamp bulb 更换左后雾灯灯泡,50,fog lamp bulb 雾灯泡
14LT-034,Replace RR fog lamp bulb 更换右后雾灯灯泡,50,fog lamp bulb 雾灯泡
14LT-035,Replace RL reversing bulb 更换左后倒车灯灯泡,50,reversing bulb 倒车灯泡
14LT-036,Replace RR reversing bulb 更换右后倒车灯灯泡,50,reversing bulb 倒车灯泡
14LT-037,Replace FL parking bulb 更换左前停车灯灯泡,50,parking bulb 停车灯泡
14LT-038,Replace FR parking bulb 更换右前停车灯灯泡,50,parking bulb 停车灯泡
14LT-039,Replace RL parking bulb 更换左后停车灯灯泡,50,parking bulb 停车灯泡
14LT-040,Replace RR parking bulb 更换右后停车灯灯泡,50,parking bulb 停车灯泡
14LT-041,Replace the left indicator 更换左转向灯,100, indicator 转向灯
14LT-042,Replace the right indicator 更换右转向灯,100, indicator 转向灯
14LT-043,Replace FL indiactor bulb 更换左前转向灯灯泡,-,indiactor bulb 转向灯泡
14LT-044,Replace FR indiactor bulb 更换右前转向灯灯泡,-,indiactor bulb 转向灯泡
14LT-045,Replace RL indicator bulb 更换左后转向灯灯泡,-,indiactor bulb 转向灯泡
14LT-046,Replace RR indicator bulb 更换右后转向灯灯泡,-,indiactor bulb 转向灯泡
14LT-047,Repair the front spotlight 维修前射灯,-,spotlight 射灯
14LT-048,Replace the bulbs of roof light 更换顶灯灯泡,-,roof light 顶灯
14LT-049,Replace the bulbs of number plate light 更换后牌照灯灯泡,100,number plate light 牌照灯泡
14LT-050,Clean the rear lights socket 清洗后车灯插头,100,
14LT-051,Match the rear tail lamp (by BMW Special Equipment) 宝马专检匹配后尾灯,100,
14LT-052,Replace the FL headlamp module 更换左前大灯模块,100,
14LT-053,Replace the FR headlamp module 更换右前大灯模块,,
14LT-054,Match the headlamp by BENZ Special Equipment 奔驰专检刷码（大灯及门窗),,
15BP-001,Replace the key shell 更换钥匙壳,50,key 钥匙
15BP-002,Replace the key cover 更换钥匙套,50,key 钥匙
15BP-003,Copy a spare key 配备用钥匙,200,key 钥匙
15BP-004,Repace the front wipers 更换前雨刮器,0,wiper 雨刮
15BP-005,Repace the rear wiper 更换后雨刮器,0,wiper 雨刮
15BP-006,Repair the spray for windshield cleaner 维修雨刮喷水器,50,wiper 雨刮
15BP-007,Fix the leakage of windshield cleaner tank 修补玻璃水壶,300,wiper 雨刮
15BP-008,Replace the front windshield cleaner tank 更换前雨刮水壶,200,wiper 雨刮
15BP-009,Replace the rear windshield cleaner tank 更换后雨刮水壶,200,wiper 雨刮
15BP-010,Replace the front windshield cleaner tank cap 更换前雨刮水壶盖子,0,wiper 雨刮
15BP-011,Replace the rear windshield cleaner tank cap 更换后雨刮水壶盖子,0,wiper 雨刮
15BP-012,Replace the hose pipe for windshield cleaner tank 更换雨刮水壶管子,200,wiper 雨刮
15BP-013,Repair the leakage of front windshield 维修前档玻璃漏水,350,windshield 挡风玻璃
15BP-014,Fitness of the front windshield 更换前挡玻璃,300,windshield 挡风玻璃
15BP-015,Fix the front windshield rubber 固定前挡玻璃压条,,
15BP-016,Fix the front left windshield rubber 固定左前挡玻璃压条,,
15BP-017,Fix the front right windshield rubber 固定右前挡玻璃压条,,
15BP-018,Fitness of the rear windshield 更换后挡玻璃,300,windshield 挡风玻璃
15BP-019,Fitness of the FL window glass 更换左前车窗玻璃,,window glass 车窗玻璃
15BP-020,Fitness of the FR window glass 更换右前车窗玻璃,,window glass 车窗玻璃
15BP-021,Fitness of the RL window glass 更换左后车窗玻璃,,window glass 车窗玻璃
15BP-022,Fitness of the RR window glass 更换右后车窗玻璃,,window glass 车窗玻璃
15BP-023,Fix the FL side mirror 固定左前后视镜镜片,, mirror 后视镜
15BP-024,Fix the FR side mirror 固定右前后视镜镜片,, mirror 后视镜
15BP-025,Replace the FL side mirror 更换左前后视镜镜片,50, mirror 后视镜
15BP-026,Replace the FR side mirror 更换右前后视镜镜片,50, mirror 后视镜
15BP-027,Replace the rearview mirror 更换内后视镜镜片,50, mirror 后视镜
15BP-028,Repairthe FL side mirror complete 维修左前后视镜总成,,
15BP-029,Repairthe FR side mirror complete 维修右前后视镜总成,,
15BP-030,Repairthe rearview mirror complete 维修内后视镜总成,,
15BP-031,Replace the FL side mirror complete 更换左前后视镜总成,150, mirror 后视镜
15BP-032,Replace the FR side mirror complete 更换右前后视镜总成,150, mirror 后视镜
15BP-033,Replace the rearview mirror complete 更换内后视镜总成,150, mirror 后视镜
15BP-034,Replace the FL ball mirror 更换左前球镜,100,mirror 球镜
15BP-035,Replace the FR ball mirror 更换右前球镜,100,mirror 球镜
15BP-036,Repair the front nadge bar 修复前防撞梁,350,badge bar 防撞梁
15BP-037,Replace the front nadge bar更换前防撞梁,200,badge bar 防撞梁
15BP-038,Replace the bonber holder 更换前防撞梁梁头,,badge bar 防撞梁
15BP-039,Replace the bonber holder cover 更换前防撞梁梁头装饰壳,,badge bar 防撞梁
15BP-040,Repair the grill 修复中网,800,grill 中网
15BP-041,Replace the grill 更换中网,200,grill 中网
15BP-042,Repair the grill holder 维修中网支架,300,grill 中网
15BP-043,Replace the grill camera更换中网摄像头,,grill 中网
15BP-044,Replace the grill holder 更换中网支架,200,grill 中网
15BP-045,Replace the bonet 更换引擎盖,200,bonet 引擎盖
15BP-046,Replace the bonet lock  更换引擎盖锁,200,bonet 引擎盖
15BP-047,Replace the bonet hinge  更换引擎盖铰链,,
15BP-048,Replace the handle of bonet 更换引擎盖拉手,200,bonet 引擎盖
15BP-049,Remove the front bumper and fix it back 拆装前保险杆,,
15BP-050,Fix the front bumper 固定前保险杆,100, front bumper 保险杆
15BP-051,Replace the front bumper 更换前保险杆,200, front bumper 保险杆
15BP-052,Replace the FL bonet shock 更换左前引擎盖撑杆,,bonet 引擎盖
15BP-053,Replace the front bumper grill 更换前保险杆中网,, front bumper 保险杆
15BP-054,Replace the FR bonet shock 更换右前引擎盖撑杆,,bonet 引擎盖
15BP-055,Replace the FL bumpe supporter 更换左前保险杆卡子,100, front bumper 保险杆
15BP-056,Replace the bonet trim strip更换引擎盖装饰亮条,,bonet 引擎盖
15BP-057,Replace the FR bumpe supporter 更换右前保险杆卡子,100, front bumper 保险杆
15BP-058,Replace the FL bumpe trim 更换左前保险杆轮眉边条,, front bumper 保险杆
15BP-059,Replace the FR bumpe trim 更换右前保险杆轮眉边条,, front bumper 保险杆
15BP-060,Fix the rear bumper 固定后保险杠,100,rear bumper 保险杆
15BP-061,Replace the front bumper camera 更换前保险杆探头,, front bumper 保险杆
15BP-062,Replace the rear bumper 更换后保险杠,200,rear bumper 保险杆
15BP-063,Replace the RL bumper clip 更换左后保险杠支架,100,rear bumper 保险杆
15BP-064,Replace the RR bumper clip 更换右后保险杠支架,100,rear bumper 保险杆
15BP-065,Replace the RL bumper cover 更换左后保险杠盖板,,
15BP-066,Replace the RR bumper cover 更换右后保险杠盖板,,
15BP-067,Replace the FL bumper cover 更换前保险杆左侧盖板,50,cover 盖板
15BP-068,Replace the FR bumper cover 更换前保险杆右侧盖板,50,cover 盖板
15BP-069,Replace the FL triangular cover 更换左前三角盖板,50,cover 盖板
15BP-070,Replace the FR triangular cover更换右前三角盖板,50,cover 盖板
15BP-071,Replace FL fog lamp deco 更换左前雾灯装饰板,,cover 盖板
15BP-072,Replace FR fog lamp deco 更换右前雾灯装饰板,,cover 盖板
15BP-073,Replace the FL fender 更换左前叶子板,200,fender 叶子板
15BP-074,Replace the FR fender 更换右前叶子板,200,fender 叶子板
15BP-075,Replace the RL fender 更换左后叶子板,200,fender 叶子板
15BP-076,Replace the RR fender 更换右后叶子板,200,fender 叶子板
15BP-077,Replace the FL fender inner lining 更换左前叶子板内衬,,lining叶子板内衬
15BP-078,Replace the FR fender inner lining 更换右前叶子板内衬,,lining叶子板内衬
15BP-079,Replace the RL fender inner lining 更换左后叶子板内衬,,lining叶子板内衬
15BP-080,Replace the RR fender inner lining 更换右后叶子板内衬,,lining叶子板内衬
15BP-081,Replace FL wheel arch 更换左前轮眉,100,wheel arch 轮眉
15BP-082,Replace FR wheel arch 更换右前轮眉,100,wheel arch 轮眉
15BP-083,Replace RL wheel arch 更换左后轮眉,100,wheel arch 轮眉
15BP-084,Replace RR wheel arch 更换右后轮眉,100,wheel arch 轮眉
15BP-085,Repair the window glass 维修车窗,300,window 车窗
15BP-086,Replace the FL window glass 更换左前车窗玻璃,200,window 车窗
15BP-087,Replace the FR window glass 更换右前车窗玻璃,200,window 车窗
15BP-088,Replace the RL window glass 更换左后车窗玻璃,200,window 车窗
15BP-089,Replace the RR window glass 更换右后车窗玻璃,200,window 车窗
15BP-090,Repair the FL window glass lifter 维修左前车窗玻璃支架,200,window 车窗
15BP-091,Repair the FR window glass lifter 维修右前车窗玻璃支架,200,window 车窗
15BP-092,Repair the RL window glass lifter 维修左后车窗玻璃支架,200,window 车窗
15BP-093,Repair the RR window glass lifter 维修右后车窗玻璃支架,200,window 车窗
15BP-094,Replace the FL window glass lifter 更换左前车窗玻璃支架,200,window 车窗
15BP-095,Replace the FR window glass lifter 更换右前车窗玻璃支架,200,window 车窗
15BP-096,Replace the RL window glass lifter 更换左后车窗玻璃支架,200,window 车窗
15BP-097,Replace the RR window glass lifter 更换右后车窗玻璃支架,200,window 车窗
15BP-098,Replace FL window shield 更换左前雨眉,50,window shield 雨眉
15BP-099,Replace FR window shield 更换右前雨眉,50,window shield 雨眉
15BP-100,Replace RL window shield 更换左后雨眉,50,window shield 雨眉
15BP-101,Replace RR window shield 更换右后雨眉,50,window shield 雨眉
15BP-102,Repair FL window shield 维修左前雨眉,,window shield 雨眉
15BP-103,Repair FR window shield 维修右前雨眉,,window shield 雨眉
15BP-104,Repair RL window shield 维修左后雨眉,,window shield 雨眉
15BP-105,Repair RR window shield 维修右后雨眉,,window shield 雨眉
15BP-106,Replace the FL door 更换左前车门,300,door 车门
15BP-107,Replace the FR door 更换右前车门,300,door 车门
15BP-108,Replace the RL door 更换左后车门,300,door 车门
15BP-109,Replace the RR door 更换右后车门,300,door 车门
15BP-110,Replace the tailgate 更换后尾门,300,door 车门
15BP-111,Service the FL door 保养左前车门,300,door 车门
15BP-112,Service the FR door 保养右前车门,300,door 车门
15BP-113,Service the RL door 保养左后车门,300,door 车门
15BP-114,Service the RR door 保养右后车门,300,door 车门
15BP-115,Servie and adjust the tailgate 保养调节后尾门,300,door 车门
15BP-116,Replace the FL door hinges 更换左前门上下合页,200,door 车门
15BP-117,Replace the FR door hinges 更换右前门上下合页,200,door 车门
15BP-118,Replace the RL door hinges 更换左后门上下合页,200,door 车门
15BP-119,Replace the RR door hinges 更换右后门上下合页,200,door 车门
15BP-120,Repair the FL door handle 维修左前门把手,250,door handle 门把手
15BP-121,Repair the FR door handle 维修右前门把手,250,door handle 门把手
15BP-122,Repair the RL door handle 维修左后门把手,250,door handle 门把手
15BP-123,Repair the RR door handle 维修右后门把手,250,door handle 门把手
15BP-124,Repair the tailgate handle 维修后尾门拉手,250,door handle 门把手
15BP-125,Replace the FL door handle 更换左前门把手,200,door handle 门把手
15BP-126,Replace the FR door handle 更换右前门把手,200,door handle 门把手
15BP-127,Replace the RL door handle 更换左后门把手,200,door handle 门把手
15BP-128,Replace the RR door handle 更换右后门把手,200,door handle 门把手
15BP-129,Replace the tailgate handle更换后尾门拉手,200,door handle 门把手
15BP-130,Repair the fuel tank handle 维修油箱盖拉手,, handle 拉手
15BP-131,Replace the fuel tank handle 更换油箱盖拉手,, handle 拉手
15BP-132,Repair the bonet handle 维修引擎盖拉手,, handle 拉手
15BP-133,Replace the bonet handle 更换引擎盖拉手,, handle 拉手
15BP-134,Repair the cable of fuel tank 维修油箱盖拉线,,cable 拉线
15BP-135,Replace the cable of fuel tank 更换油箱盖拉线,200,cable 拉线
15BP-136,Repair the bonet cable 维修引擎盖拉线,,cable 拉线
15BP-137,Replace the bonet cable 更换引擎盖拉线,,cable 拉线
15BP-138,Replace the rear left body 更换左后车斗,500,rear body 车斗
15BP-139,Replace the rear right body 更换右后车斗,500,rear body 车斗
15BP-140,Fix the rear body cover 安装后车斗防雨棚,350,rear body 车斗
15BP-141,Clean the sunroof glue 清理天窗玻璃胶,500,sunroof 天窗
15BP-142,Replace the sunroof rubber 更换天窗胶条,200,sunroof 天窗
15BP-143,Repair the sunroof guide 维修天窗导轨,350,sunroof 天窗
15BP-144,Replace the left roof water collector 更换左大顶流水槽,300,roof 车顶
15BP-145,Replace the right roof water collector 更换右大顶流水槽,300,roof 车顶
15BP-146,Repair the tailgate rubber 维修后尾门胶条,300,rubber 胶条
15BP-147,Replace the tailgate rubber 更换后尾门胶条,200,rubber 胶条
15BP-148,Replace the air filter  housing 更换空气格盒子,150,housing 盒子
15BP-149,Repair the fuel tank cap 维修油箱盖,100,cap 盖子
15BP-150,Replace the fuel tank cap 更换油箱盖,0,cap 盖子
15BP-151,Replace the oil tank cap 更换机油盖,0,cap 盖子
15BP-152,Repair the FL seat belt 维修前左安全带,300,belt 安全带
15BP-153,Repair the FR seat belt 维修前右安全带,300,belt 安全带
15BP-154,Repair the RL seat belt 维修后左安全带,300,belt 安全带
15BP-155,Repair the RR seat belt 维修后右安全带,300,belt 安全带
15BP-156,Replace the FL seat belt 更换前左安全带,200,belt 安全带
15BP-157,Replace the FR seat belt 更换前右安全带,200,belt 安全带
15BP-158,Replace the RL seat belt 更换后左安全带,200,belt 安全带
15BP-159,Replace the RR seat belt 更换后右安全带,200,belt 安全带
15BP-160,Replace the FL air bag 更换副驾驶位安全气囊,500,air bag 气囊
15BP-161,Replace the FR air bag 更换主驾驶位安全气囊,500,air bag 气囊
15BP-162,Replace the FL curtain bag 更换左侧安全气帘,,
15BP-163,Replace the FR curtain bag 更换右侧安全气帘,,
15BP-164,Replace SRS computer 更换气囊电脑版,,
15BP-165,Fix the letters of the brand 粘帖车标字母,200,车标
15BP-166,Make a new number plate 更换车牌号码,100,车牌
15BP-167,Repair glove box lock 维修手套箱锁,200,锁
15BP-168,Fix the battery lock 加装电瓶锁,200,锁
15BP-169,Handmake the fuel tank lock 加装油箱锁,200,锁
15BP-170,Modify to repair the tailgate lock 改装尾门锁,,锁
15BP-171,Welding the rear tow hook 焊接后尾拖车钩,300,拖车钩
15BP-172,Fix the left peddle 固定左踏板,100,peddle 踏板
15BP-173,Fix the righr peddle 固定右踏板,100,peddle 踏板
15BP-174,Replace the left peddle 更换左踏板,20,peddle 踏板
15BP-175,Replace the righr peddle 更换右踏板,200,peddle 踏板
15BP-176,Replace the pad spring 更换踏板弹簧,350,peddle 踏板
15BP-177,Repair the tailgate peddle 维修后尾门踏板,,peddle 踏板
15BP-178,Fix the luggage rack 安装尾箱行李架,300,luggage rack 行李架
15BP-179,Dismantle the dashboard to overhaul and fit it back 拆装仪表台检修,2000,dashboard 仪表台
15BP-180,Replace the dashboard complete 更换仪表总成,2000,dashboard 仪表台
15BP-181,Fix the mad flag 固定挡泥板,100,挡泥板
15BP-182,Replace the mad flag 更换挡泥板,,挡泥板
15BP-183,"Remove the front bumper, bonet, grill, headlamps and fix them back
前保险杆、引擎盖、中网、前大灯拆装",200,外观件
15BP-184,Fix the outer body parts 固定外包围件,100,包围件
15BP-185,Replace the left doorsill cover 更换左门槛装饰板,,门槛
15BP-186,Replace the right doorsill cover 更换右门槛装饰板,,门槛
15BP-187,Repair the passenger seat 维修副驾驶座椅,,座椅
15BP-188,Remove out the back seats 拆除后座椅,,座椅
15BP-189,Drilling to remove the broken bolts 取断头螺丝,,断头螺丝
15BP-190,Repair the FL headlamp cleaner 左前大灯清洗头维修,,
15BP-191,Repair the FR headlamp cleaner 右前大灯清洗头维修,,
15BP-192,Repair the leakage of FL Pillar A 维修左前A柱漏水,,Pillar A柱
15BP-193,Repace the rear bumper cover 更换后保险杆装饰盖板,,
15BP-194,Fix the front lower guard board安装前下护板,,
15BP-195,Repair the window winder 维修玻璃摇窗机,,
15BP-196,Repair the rear mud flap 维修后挡泥板,,
15BP-197,Replace the bonet shocks 更换引擎盖撑杆,,
15BP-198,Replace the FL headlamp cleaner 更换左前大灯清洗头,,
15BP-199,Replace tail gate shocks 更换后尾门撑杆,250,
15BP-200,Replace the FR headlamp cleaner 更换右前大灯清洗头,,
15BP-201,Repair the spare tire cover lock 维修备胎罩子锁扣,,
15BP-202,Replace the spare tire cover lock 更换备胎罩子锁扣,,
15BP-203,Replace the window trim更换车窗饰条,,
15BP-204,Fix the sun visor and roof light clip 安装遮阳板和顶灯板,,
15BP-205,Fix the empennage 安装尾翼,,
15BP-206,Replace the engine oil dipstick 更换机油尺,,
15BP-207,Replace the timing belt cover 更换正时皮带壳,,
15BP-208,Replace of tailgate trim of number plate 更换尾门牌照装饰板并喷漆,,
15BP-209,Replace of tailgate chrome trim bright bar更换尾门装饰亮条,,
15BP-210,Replace the Toyota Logo 更换丰田车标,,
15BP-211,Replace the cap of brake fluid tank 更换刹车油壶盖子,,
16PP-001,"Panel beating to repair and adjust the clearance for the whole vehicle
整车钣金修复",3500,whole vehicle整车
16PP-002,Spray painting for the whole vehicle 整车喷漆,3500,whole vehicle整车
16PP-003,Repair the front bumper 前保险杆修复,800, bumper 保险杆
16PP-004,Repair the rear bumper 后保险杠修复,800, bumper 保险杆
16PP-005,Spray painting of the front bumper前保险杆喷漆,700, bumper 保险杆
16PP-006,Spray painting of rear bumper 后保险杠喷漆,700, bumper 保险杆
16PP-007,Panel beating to repair the bonet 引擎盖钣金修复,800, bonet 引擎盖
16PP-008,Adjust the bonet clearance 矫正引擎盖错位,500, bonet 引擎盖
16PP-009,Spray painting of the Bonet 引擎盖喷漆,700, bonet 引擎盖
16PP-010,Panel beating to repair the bonet inside 引擎盖内部钣金修复,800, bonet 引擎盖
16PP-011,Spray painting of the Bonet inside 引擎盖内部喷漆,600, bonet 引擎盖
16PP-012,Panel beating to repair the engine compartment 引擎舱钣金修复,800,compartment 引擎舱
16PP-013,Spray painting for the engine compartment 引擎舱喷漆,600,compartment 引擎舱
16PP-014,Panel beating to repair the FL door 左前门钣金修复,800,door 车门
16PP-015,Panel beating to repair the FR door 右前门钣金修复,800,door 车门
16PP-016,Panel beating to repair the RL door 左后门钣金修复,800,door 车门
16PP-017,Panel beating to repair the RR door 右后门钣金修复,800,door 车门
16PP-018,Panel beating to repair Tailgate 后尾门钣金修复,800,door 车门
16PP-019,Spray painting of FL door 左前车门喷漆,700,door 车门
16PP-020,Spray painting of FR door 右前车门喷漆,700,door 车门
